taxonID	scientificName	old_page_id	new_page_id	status
46a14bc4-d120-346e-995d-9ee6b53114eb	Cypripedium reginae Walter	10001290		skip:unparseable_collation:222
176007a3-30e0-3550-9636-c46aec6312f3	Loasa sagittata		779269	ok
dfddd3fc-7eda-35df-bf5a-addba4196783	Sedum litoreum Guss.	33121156		skip:unparseable_collation:185, t. 37, f. 2
8be159b8-0e3b-3842-80f0-36bf6526b1c7	Iris douglasiana Herb.	33068533		skip:unparseable_collation:395
e9b6e6a7-04b1-3f6f-b7bf-9363599a8981	Cypripedium calceolus L.	33355180		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1753&rft.volume=2&rft.spage=951&rft_id=https://www.biodiversitylibrary.org/bibliography/669&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
42931185-cc6e-3f23-9a3a-30a62a1e9d50	Gladiolus hollandii L.Bolus	33333618		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1931&rft.volume=69&rft.spage=261&rft_id=https://www.biodiversitylibrary.org/bibliography/15787&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
58d5dcae-99a9-32c2-815f-d071c3463e1a	Lilium leucanthum (Baker) Baker			skip:unparseable_collation:26(pts. 2-3): 337
20249953-c5f0-3c6d-9672-29dac5814f2d	Cypripedium montanum Douglas ex Lindl.	33355102		skip:unparseable_collation:528
4bec0a97-1810-3294-ae35-679809f546bb	Erythrochiton brasiliensis Nees & Mart.			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1823&rft.volume=11&rft.spage=166&rft_id=https://www.biodiversitylibrary.org/bibliography/65147&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
a0e33b30-6de9-3e6f-a431-5af6905f7734	Erica diaphana Spreng.	33333952		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1825&rft.volume=2&rft.spage=178&rft_id=https://www.biodiversitylibrary.org/bibliography/822&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
0f8ef1da-5114-32ad-9bc5-50bc501ebc75	Chrysophyllum L.	33355180		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1753&rft.volume=1&rft.spage=192&rft_id=https://www.biodiversitylibrary.org/bibliography/669&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
c2dca2b4-8345-38fb-b311-7d34c9d9b4dc	Cephalanthera austiniae (A.Gray) A.Heller	33068389		skip:unparseable_collation:4
48440ef6-f7a8-3b45-bcbc-9ffc31247b3c	Cymbopetalum baillonii R.E.Fr.			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1931&rft.volume=10&rft.spage=190&rft_id=https://www.biodiversitylibrary.org/bibliography/16348&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
8813822a-003f-3255-96b5-47391359bf52	Roystonea princeps (Becc.) Burret			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1929&rft.volume=63&rft.spage=76&rft_id=https://www.biodiversitylibrary.org/bibliography/60&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
b9214f7d-50d3-3a86-808c-a6981aa39491	Boechera holboellii			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1976&rft.volume=128&rft.spage=513&rft_id=https://www.biodiversitylibrary.org/bibliography/6050&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
f0b51237-7d65-3fab-b8fc-76d1db8876ca	Ptelea baldwinii	5290683	5290683	ok
bbef3a36-6d33-3293-b327-cd58f71737a5	Euphorbia laurifolia Juss. ex Lam.	33068974		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1788&rft.volume=2&rft.spage=418&rft_id=https://www.biodiversitylibrary.org/bibliography/824&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
9464ce27-576a-3d7b-987a-ce9c5fb5a9f3	Libocedrus plumosa (D.Don) Druce			skip:unparseable_collation:4(Suppl. 2): 633
dbb57228-8bf4-318b-b7ed-ff1ce3a73b7c	Cypripedium acaule Aiton	33120156	5875063	ok
78c90ec8-2b49-3fa8-96b7-5302278f2b8b	Senecio crassulus A.Gray		8864354	ok
adbef15e-fc50-3d08-a10c-bf865cd94c28	Atractylis cancellata L.	33355180		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1753&rft.volume=2&rft.spage=830&rft_id=https://www.biodiversitylibrary.org/bibliography/669&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
5b408f7c-b345-389c-a4f1-726a6c7f6be1	Erica parkeri (Baker) Dorr & E.G.H.Oliv.	33120228		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1999&rft.volume=21&rft.spage=88&rft_id=https://www.biodiversitylibrary.org/bibliography/600&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
9e9564f7-6178-323f-826a-280343f069fb	Echinopsis maximiliana			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1846&rft.volume=14&rft.spage=250&rft_id=https://www.biodiversitylibrary.org/bibliography/14651&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
bb03d912-d324-3227-bf54-1920dcfd8468	Anthurium tremulum Sodiro			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1902&rft.volume=17&rft.spage=10&rft_id=https://www.biodiversitylibrary.org/bibliography/10393&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
dd534ca2-2557-3dc5-9947-c406e89eb358	Rhododendron vaseyi A.Gray		8052337	ok
13a78a38-bdb1-385a-91c0-899e7205f4c0	Barleria lancifolia T.Anderson			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1863&rft.volume=7&rft.spage=28&rft_id=https://www.biodiversitylibrary.org/bibliography/349&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
54d0b2be-1ea1-3dab-9d0d-bd5974d23efb	Bridelia brideliifolia (Pax) Fedde			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1910&rft.volume=36&rft.spage=413&rft_id=https://www.biodiversitylibrary.org/bibliography/169508&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
6d12dd83-d5f3-3298-a63b-b3be73d2c1c5	Habenaria malacophylla	33190164		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1881&rft.volume=2&rft.spage=97&rft_id=https://www.biodiversitylibrary.org/bibliography/50465&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
c5c88b34-5513-33dd-adaa-3895d40ea397	Maxillaria porrecta Lindl.			skip:unparseable_collation:24(Misc.): 92
d94d3ef3-fd39-313a-89fe-2a757c12d9e6	Odontonema callistachyum	3916	3916	ok
a0f1822c-87d2-3a43-9ba7-38326b77d8fe	Pterocactus tuberosus (Pfeiff.) Britton & Rose	32089956		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1919&rft.volume=1&rft.spage=32&rft_id=https://www.biodiversitylibrary.org/bibliography/46288&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
0819d307-6646-3a32-a2c6-6c985d91eabe	Rhodospatha Poepp.	33189783		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1845&rft.volume=3&rft.spage=91&rft_id=https://www.biodiversitylibrary.org/bibliography/453&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
8797e54e-d61a-3e10-a3cc-4f62dca15b65	Maxillaria rufescens Lindl.			skip:unparseable_collation:22: t. 1848
14afd722-ed82-3d09-bac9-4f270e151c1f	Lunania parviflora Spruce ex Benth.			skip:unparseable_collation:5(Suppl. 2): 90
5d561163-9269-32b3-9e3d-fcbbb1d73447	Sameraria stylophora	33120390	18093099	ok
e2bf3af0-382d-3854-a88a-f2fa1d53981d	Rhododendron hyperythrum Hayata	33068350	1077764	ok
5e6f4cce-04a3-3638-b9b6-21ef3ecb20bf	×Vandaenopsis Guillaumin			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1935&rft.volume=12&rft.spage=607&rft_id=https://www.biodiversitylibrary.org/bibliography/35667&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
b2f1edc5-faa8-315b-a4b8-2ab343914be4	Campyloneurum angustifolium (Sw.) Fée	33120951		skip:unparseable_collation:257
fb6e6bb5-c8f2-39eb-8686-958f9ff11a72	Sisyrinchium restioides Spreng.	33333952		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1824&rft.volume=1&rft.spage=166&rft_id=https://www.biodiversitylibrary.org/bibliography/822&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
6b15222e-2d0d-3b35-a671-3cf67b17f10f	Billbergia amoena (G.Lodd.) Lindl.	33120855		skip:unparseable_collation:13: sub t. 1068
e97e2378-eb7d-3e50-bb77-8a8ed90098ca	Poteridium occidentale (Nutt. ex Torr. & A.Gray) Rydb.	33120466		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1908&rft.volume=22&rft.spage=388&rft_id=https://www.biodiversitylibrary.org/bibliography/889&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
155ea9da-d97e-3db3-a073-41eab599a125	Aechmea chantinii (Carrière) Baker	33120237		skip:unparseable_collation:49
a8e5e657-e237-3d01-8350-341b8855354a	Leonia glycycarpa Ruiz & Pav.	33190455		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1799&rft.volume=2&rft.spage=69&rft_id=https://www.biodiversitylibrary.org/bibliography/814&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
6196dfa3-dd40-3020-a7b4-6f0df623b2d8	Aechmea nidularioides L.B.Sm.			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1953&rft.volume=4&rft.spage=356&rft_id=https://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
9acfbd40-ec92-3c55-8abb-5dc2f40b7f3e	Wettinia	33120881		skip:unparseable_collation:243
7ea61e18-9f6c-30e3-a9c0-2ee2fee25940	Campanula portenschlagiana Schult.	33190318	714805	ok
db2366f8-4022-3cfd-937c-9dad12a17985	Ruagea tomentosa Cuatrec.			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1950&rft.volume=27&rft.spage=80&rft_id=https://www.biodiversitylibrary.org/bibliography/42247&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
e4586f2c-5387-3f6c-8f53-dcfb447a17fb	Pachycereus marginatus	367831		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1909&rft.volume=12&rft.spage=421&rft_id=https://www.biodiversitylibrary.org/bibliography/687&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
1466d59a-9949-3de7-9274-a8759e08ce25	Cedrelopsis grevei Baill. & Courchet			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1906&rft.volume=4&rft.spage=56&rft_id=https://www.biodiversitylibrary.org/bibliography/82703&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
ab79c7b2-0bd4-3f9a-88ab-94ec6d036599	Cavacoa aurea			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1955&rft.volume=25&rft.spage=323&rft_id=https://www.biodiversitylibrary.org/bibliography/145725&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
b8b3de76-7b1e-3ff8-a811-928a2f41d14c	Aechmea biflora (L.B.Sm.) L.B.Sm. & M.A.Spencer			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1992&rft.volume=72&rft.spage=96&rft_id=https://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
fcc38db8-dedf-357b-be31-e2e35190c51c	Cistus psilosepalus	33212166		skip:unparseable_collation:t. 33
067806f8-8d30-3bdd-9ec9-ee600655879d	Wercklea ferox (Hook.fil.) Fryxell			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1981&rft.volume=62&rft.spage=464&rft_id=https://www.biodiversitylibrary.org/bibliography/480&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
65bbcaf0-f7ae-38a2-abc5-483d861a50a7	Arum orientale M.Bieb.	33355393		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1808&rft.volume=2&rft.spage=407&rft_id=https://www.biodiversitylibrary.org/bibliography/10825&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
34d71771-85a2-3b44-ac6b-cd8e0f8b14a0	Tsuga chinensis var. chinensis	1077		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1900&rft.volume=29&rft.spage=217&rft_id=https://www.biodiversitylibrary.org/bibliography/60&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
db582d55-948e-364a-a5c7-dbacd389a891	Castanea pumila (L.) Mill.	33355582		skip:unparseable_collation:Castanea no. 2. [textus s.n.]
175f3199-ccb8-336a-b1b9-30401d57a467	Teucridium parvifolium	33068511		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1853&rft.volume=1&rft.spage=203&rft_id=https://www.biodiversitylibrary.org/bibliography/16029&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
dfcb5039-5812-3837-ba2e-bba3a1954c3f	Picrella Baill.	33120228	8066947	ok
8289e6ed-a1c6-389e-a84e-506faa5d56b4	Bromelia serra Griseb.		39880828	ok
4d27ac7e-4099-320b-898a-134c0bf297c8	Chlorospatha portillae		61098177	ok
449f5752-8b63-3399-bd35-909a99e18087	Tordylium apulum L.	33355180	358258	ok
daf0d9a4-f830-39e8-8a26-7cb48a90d7ce	Rumex salicifolius Weinm.			skip:unparseable_collation:4(1(2)): 28
fd2c190a-84cc-3c80-8856-6e34c275ccbd	Metrosideros angustifolius (L.) J.E.Sm.	33120827		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1811&rft.volume=5&rft.spage=378&rft_id=https://www.biodiversitylibrary.org/bibliography/49552&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
2d95cb43-f0d4-37d6-8221-379748f094a9	Cedrela odorata L.	33355187		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1759&rft.volume=2&rft.spage=940&rft_id=https://www.biodiversitylibrary.org/bibliography/542&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
9846dc7e-8296-38d1-9f9a-bd7d8cbaf4cf	Monotropa hypopitys	33355180		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1753&rft.volume=1&rft.spage=387&rft_id=https://www.biodiversitylibrary.org/bibliography/669&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
0a9c677d-c805-3d0c-a326-1da2b5f0d107	Spiranthes romanzoffiana Cham.	33333332		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1828&rft.volume=3&rft.spage=32&rft_id=https://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
c903deaf-c887-3a03-b683-8464dcb926ef	Duranta repens	33355180		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1753&rft.volume=2&rft.spage=637&rft_id=https://www.biodiversitylibrary.org/bibliography/669&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
888fa1f5-0c41-32a3-b6fb-40ebd5f80aea	Guarea macrophylla M.Vahl	33212672		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1807&rft.volume=3&rft.spage=8&rft_id=https://www.biodiversitylibrary.org/bibliography/429&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
d7ed3e52-8253-3e13-9008-9c2e8a198df9	Gerbera piloselloides	33120717		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1821&rft.volume=18&rft.spage=461&rft_id=https://www.biodiversitylibrary.org/bibliography/42219&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
3dc6535e-dddf-3133-9bf3-5dd7abb8b3db	Peucephyllum schottii	33120878		skip:unparseable_collation:74
e57196b2-3c4d-37b7-ae77-a2a63a6b2af6	Aechmea distichantha Lem.			skip:unparseable_collation:3: ad. t. 269
2b74f5e2-5f6f-3ae0-af99-27523e90b07f	Crateva excelsa	33120393		skip:unparseable_collation:16.
6c2c951f-1cf2-3f79-8400-2d7b7a51bd0f	Aechmea mariae-reginae H.Wendl.			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1863&rft.volume=19&rft.spage=32&rft_id=https://www.biodiversitylibrary.org/bibliography/6775&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
2fdbd113-5b5a-3c75-990d-897c4519a85c	Verbascum pulverulentum Vill.	33212782		skip:unparseable_collation:22
4dcd4e64-114a-3f51-815c-c991c08015b7	Vitis L.	3805	3805	ok
f3c112bc-c841-3dc7-a5c7-8d4cbfbaec5b	Chamaedorea linearis (Ruiz & Pav.) Mart.	33355417		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1823&rft.volume=2&rft.spage=5&rft_id=https://www.biodiversitylibrary.org/bibliography/506&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
cf69b5c6-9908-33ed-9e24-e0f0ff437d53	Spiranthes sinensis (Pers.) Ames	33120172	15433389	ok
ba233621-240f-3cf7-be36-3150d5ff6739	Pseudotsuga Carrière	33120590		skip:unparseable_collation:256
7d877768-0e07-3ecf-af68-a7b99097ed63	Attalea cohune Mart.	33355929		skip:unparseable_collation:7(3; Palmiers): 121
128afc01-5170-3316-bbb6-5aaaee03abca	Pitcairnia lanuginosa Ruiz & Pav.	33190455		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1802&rft.volume=3&rft.spage=35&rft_id=https://www.biodiversitylibrary.org/bibliography/814&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
bb606b18-8bf3-36f2-abab-64daefc973dc	Araeococcus micranthus Brongn.			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1841&rft.volume=15&rft.spage=370&rft_id=https://www.biodiversitylibrary.org/bibliography/5010&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
38b8735e-9273-322a-9ea2-daeb5f321b84	Lagerstroemia L.	33355187		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1759&rft.volume=2&rft.spage=1068&rft_id=https://www.biodiversitylibrary.org/bibliography/542&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
9191ca23-5282-3524-813a-0f1b32ad33db	Guarea Allemão ex L.	33355194		skip:unparseable_collation:150, 228 (Guara)
14e6bbab-43b0-30de-b8ba-693b06284887	Epilobium ciliatum subsp. watsonii (Barbey) Hoch & P.H.Raven	28006756		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1977&rft.volume=64&rft.spage=136&rft_id=https://www.biodiversitylibrary.org/bibliography/702&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
bb21fbd7-81dd-37b0-a3bf-8a32d8f08aca	Pericome caudata A.Gray			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1853&rft.volume=5&rft.spage=82&rft_id=https://www.biodiversitylibrary.org/bibliography/7997&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
dc74aa8e-b3a7-398e-b61c-ce1aa7bec4af	Plantago palmata Hook.fil.			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1861&rft.volume=6&rft.spage=19&rft_id=https://www.biodiversitylibrary.org/bibliography/349&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
e0cb9208-481b-3370-96fc-2ae5342e6274	Antirrhinum kelloggii	649987		skip:unparseable_collation:10(10-11): 126
cd43cb47-e8a2-31eb-b4b1-80fabe7ee50a	Hechtia Klotzsch		14579266	ok
72e573a9-aa02-3cc2-9fa2-e9532839d11e	Pitcairnia lehmannii Baker	34839714		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1881&rft.volume=19&rft.spage=273&rft_id=https://www.biodiversitylibrary.org/bibliography/15787&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
e2fb1e4b-bf60-3465-b318-22179da26594	Cycas media R.Br.	36315625		skip:unparseable_collation:348.
5393ba6d-6a1b-3181-a78c-bf15ac4ef9a4	Aechmea bracteata (Sw.) Griseb.	33121141		skip:unparseable_collation:592
cae8d963-c871-371c-8e6d-253ac1a9d652	Bromelia pinguin L.	33355180	358304	ok
88c57445-6bfe-399e-9973-51133fb90316	Rubus trilobus Ser.	33120576		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1825&rft.volume=2&rft.spage=566&rft_id=https://www.biodiversitylibrary.org/bibliography/286&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
07cc3148-bd40-3fe5-becd-fa59c4dac231	Cavendishia Lindl.			skip:unparseable_collation:ad t. 1791
662fd25a-8d8b-32d8-8244-0dd55c25154f	Piper psilophyllum	653627	653627	ok
3defdcec-f835-3d46-a3a0-5e9bcc633ba7	Scrophularia californica Cham. & Schltdl.	94536		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1827&rft.volume=2&rft.spage=585&rft_id=https://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
fc26732c-7c2f-3b65-b5f4-2b37f2fc2243	Schrebera alata (Hochst.) Welw.			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1869&rft.volume=27&rft.spage=41&rft_id=https://www.biodiversitylibrary.org/bibliography/683&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
e5595f86-90a8-30d0-a31b-df81de82cd1f	Chrysogonum virginianum L.	33355180	358941	ok
0a67c8bd-90bc-35ce-8a01-5e605c152b57	Guarea riparia W.Palacios	639571	639571	ok
2968863c-cff8-3f21-a5c1-c339d2bd1408	Grewia andramparo R.Vig.			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1917&rft.volume=29&rft.spage=214&rft_id=https://www.biodiversitylibrary.org/bibliography/11758&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
05df3c51-3716-368d-9d6c-5fb5ca6e78df	Codonanthe crassifolia		2371333	ok
bddc24e8-0d8b-394e-a5aa-9a032cc290ea	Galax rotundifolia	33189919		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1813&rft.volume=2&rft.spage=446&rft_id=https://www.biodiversitylibrary.org/bibliography/100&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
b029c700-eb3c-3fc7-aa84-e71ebcbd27bb	Linum lewisii Pursh	33189919		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1813&rft.volume=1&rft.spage=210&rft_id=https://www.biodiversitylibrary.org/bibliography/100&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
8dbecde4-f6e7-3bd6-a4f6-a092156fa2cf	Micromelum Blume	33120366	428264	ok
921b0666-1d5c-3674-b178-754e0103fa0c	Grindelia hirsutula Hook. & Arn.	33068533		skip:unparseable_collation:147
11195664-9f66-3be2-955d-97ddebb1dccd	Hugonia brewerioides Baker		180966	ok
9e594135-7d9b-394a-910f-35252557b040	Oxalis subintegra		28703285	ok
707d920e-d591-3e25-8a38-736e4272d76a	Dahlia tenuicaulis P.D.Sørensen			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1969&rft.volume=71&rft.spage=335&rft_id=https://www.biodiversitylibrary.org/bibliography/721&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
ba2701bc-43e7-341d-b77d-bdb83bbf78ab	Carex moupinensis Franch.			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1888&rft.volume=10&rft.spage=102&rft_id=https://www.biodiversitylibrary.org/bibliography/52015&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
a0aa6c89-9e4e-3449-90bc-948dd63cfb73	Alnus Mill.	44044951		skip:unparseable_collation:1: [51]
b14dabec-eff7-310f-8ea1-24fb925cc8cb	Pterocarya insignis	420986	420986	ok
7437f6f8-2901-3a16-83b9-cfac096c0307	Linum macraei Benth.			skip:unparseable_collation:16: sub t. 1326
dd316c77-112c-3398-8517-b1badf69c8a0	Gerbera ambigua (Cass.) Sch.Bip.			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1844&rft.volume=27&rft.spage=780&rft_id=https://www.biodiversitylibrary.org/bibliography/64&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
